"descriptor","label"
"http://id.nlm.nih.gov/mesh/D018273","Carcinoma, Islet Cell"
"http://id.nlm.nih.gov/mesh/D002287","Carcinoma, Krebs 2"
"http://id.nlm.nih.gov/mesh/D018287","Carcinoma, Large Cell"
"http://id.nlm.nih.gov/mesh/D018827","Carcinoma, Lewis Lung"
"http://id.nlm.nih.gov/mesh/D018275","Carcinoma, Lobular"
"http://id.nlm.nih.gov/mesh/D018276","Carcinoma, Medullary"
"http://id.nlm.nih.gov/mesh/D015266","Carcinoma, Merkel Cell"
"http://id.nlm.nih.gov/mesh/D018277","Carcinoma, Mucoepidermoid"
"http://id.nlm.nih.gov/mesh/D018278","Carcinoma, Neuroendocrine"
"http://id.nlm.nih.gov/mesh/D002289","Carcinoma, Non-Small-Cell Lung"
"http://id.nlm.nih.gov/mesh/D000077216","Carcinoma, Ovarian Epithelial"
"http://id.nlm.nih.gov/mesh/D021441","Carcinoma, Pancreatic Ductal"
"http://id.nlm.nih.gov/mesh/D002291","Carcinoma, Papillary"
"http://id.nlm.nih.gov/mesh/D018265","Carcinoma, Papillary, Follicular"
"http://id.nlm.nih.gov/mesh/D002292","Carcinoma, Renal Cell"
"http://id.nlm.nih.gov/mesh/D018279","Carcinoma, Signet Ring Cell"
"http://id.nlm.nih.gov/mesh/D018280","Carcinoma, Skin Appendage"
"http://id.nlm.nih.gov/mesh/D018288","Carcinoma, Small Cell"
"http://id.nlm.nih.gov/mesh/D002294","Carcinoma, Squamous Cell"
"http://id.nlm.nih.gov/mesh/D002295","Carcinoma, Transitional Cell"
"http://id.nlm.nih.gov/mesh/D018289","Carcinoma, Verrucous"
"http://id.nlm.nih.gov/mesh/D002296","Carcinosarcoma"
"http://id.nlm.nih.gov/mesh/D000084122","Cardiac Papillary Fibroelastoma"
"http://id.nlm.nih.gov/mesh/D056733","Carney Complex"
"http://id.nlm.nih.gov/mesh/D002345","Carotid Body Tumor"
"http://id.nlm.nih.gov/mesh/D002430","Cecal Neoplasms"
"http://id.nlm.nih.gov/mesh/D002471","Cell Transformation, Neoplastic"
"http://id.nlm.nih.gov/mesh/D002472","Cell Transformation, Viral"
"http://id.nlm.nih.gov/mesh/D002485","Cementoma"
"http://id.nlm.nih.gov/mesh/D016543","Central Nervous System Neoplasms"
"http://id.nlm.nih.gov/mesh/D020863","Central Nervous System Cysts"
"http://id.nlm.nih.gov/mesh/D020787","Central Nervous System Venous Angioma"
"http://id.nlm.nih.gov/mesh/D002528","Cerebellar Neoplasms"
"http://id.nlm.nih.gov/mesh/D002551","Cerebral Ventricle Neoplasms"
"http://id.nlm.nih.gov/mesh/D018290","Cervical Intraepithelial Neoplasia"
"http://id.nlm.nih.gov/mesh/D017043","Chalazion"
"http://id.nlm.nih.gov/mesh/D018281","Cholangiocarcinoma"
"http://id.nlm.nih.gov/mesh/D015529","Choledochal Cyst"
"http://id.nlm.nih.gov/mesh/D002804","Chondroblastoma"
"http://id.nlm.nih.gov/mesh/D002812","Chondroma"
"http://id.nlm.nih.gov/mesh/D018210","Chondromatosis"
"http://id.nlm.nih.gov/mesh/D002813","Chondrosarcoma"
"http://id.nlm.nih.gov/mesh/D000077207","Chondrosarcoma, Clear Cell"
"http://id.nlm.nih.gov/mesh/D018211","Chondrosarcoma, Mesenchymal"
"http://id.nlm.nih.gov/mesh/D002817","Chordoma"
"http://id.nlm.nih.gov/mesh/D002822","Choriocarcinoma"
"http://id.nlm.nih.gov/mesh/D031954","Choriocarcinoma, Non-gestational"
"http://id.nlm.nih.gov/mesh/D002830","Choroid Neoplasms"
"http://id.nlm.nih.gov/mesh/D016545","Choroid Plexus Neoplasms"
"http://id.nlm.nih.gov/mesh/D003043","Cocarcinogenesis"
"http://id.nlm.nih.gov/mesh/D000083023","Colitis-Associated Neoplasms"
"http://id.nlm.nih.gov/mesh/D056364","Colloid Cysts"
"http://id.nlm.nih.gov/mesh/D003110","Colonic Neoplasms"
"http://id.nlm.nih.gov/mesh/D015179","Colorectal Neoplasms"
"http://id.nlm.nih.gov/mesh/D003123","Colorectal Neoplasms, Hereditary Nonpolyposis"
"http://id.nlm.nih.gov/mesh/D003138","Common Bile Duct Neoplasms"
"http://id.nlm.nih.gov/mesh/D058617","Composite Lymphoma"
"http://id.nlm.nih.gov/mesh/D003230","Conjunctival Neoplasms"
"http://id.nlm.nih.gov/mesh/D003390","Cranial Nerve Neoplasms"
"http://id.nlm.nih.gov/mesh/D003397","Craniopharyngioma"
"http://id.nlm.nih.gov/mesh/D003536","Cystadenocarcinoma"
"http://id.nlm.nih.gov/mesh/D018282","Cystadenocarcinoma, Mucinous"
"http://id.nlm.nih.gov/mesh/D018283","Cystadenocarcinoma, Papillary"
"http://id.nlm.nih.gov/mesh/D018284","Cystadenocarcinoma, Serous"
"http://id.nlm.nih.gov/mesh/D062625","Cystadenofibroma"
"http://id.nlm.nih.gov/mesh/D003537","Cystadenoma"
"http://id.nlm.nih.gov/mesh/D018291","Cystadenoma, Mucinous"
"http://id.nlm.nih.gov/mesh/D018292","Cystadenoma, Papillary"
"http://id.nlm.nih.gov/mesh/D018293","Cystadenoma, Serous"
"http://id.nlm.nih.gov/mesh/D003560","Cysts"
"http://id.nlm.nih.gov/mesh/D054740","Dendritic Cell Sarcoma, Follicular"
"http://id.nlm.nih.gov/mesh/D054739","Dendritic Cell Sarcoma, Interdigitating"
"http://id.nlm.nih.gov/mesh/D003803","Dentigerous Cyst"
"http://id.nlm.nih.gov/mesh/D030321","Denys-Drash Syndrome"
"http://id.nlm.nih.gov/mesh/D018223","Dermatofibrosarcoma"
"http://id.nlm.nih.gov/mesh/D003884","Dermoid Cyst"
"http://id.nlm.nih.gov/mesh/D058405","Desmoplastic Small Round Cell Tumor"
"http://id.nlm.nih.gov/mesh/D000080443","Diffuse Intrinsic Pontine Glioma"
"http://id.nlm.nih.gov/mesh/D004067","Digestive System Neoplasms"
"http://id.nlm.nih.gov/mesh/D004379","Duodenal Neoplasms"
"http://id.nlm.nih.gov/mesh/D004387","Dupuytren Contracture"
"http://id.nlm.nih.gov/mesh/D004407","Dysgerminoma"
"http://id.nlm.nih.gov/mesh/D004416","Dysplastic Nevus Syndrome"
"http://id.nlm.nih.gov/mesh/D004428","Ear Neoplasms"
"http://id.nlm.nih.gov/mesh/D057090","Eccrine Porocarcinoma"
"http://id.nlm.nih.gov/mesh/D004701","Endocrine Gland Neoplasms"
"http://id.nlm.nih.gov/mesh/D018240","Endodermal Sinus Tumor"
"http://id.nlm.nih.gov/mesh/D016889","Endometrial Neoplasms"
"http://id.nlm.nih.gov/mesh/D036821","Endometrial Stromal Tumors"
"http://id.nlm.nih.gov/mesh/D058527","Enteropathy-Associated T-Cell Lymphoma"
"http://id.nlm.nih.gov/mesh/D016583","Enzootic Bovine Leukosis"
"http://id.nlm.nih.gov/mesh/D004806","Ependymoma"
"http://id.nlm.nih.gov/mesh/D004814","Epidermal Cyst"
"http://id.nlm.nih.gov/mesh/D015174","Epidural Neoplasms"
"http://id.nlm.nih.gov/mesh/D004919","Erythroplasia"
"http://id.nlm.nih.gov/mesh/D004934","Esophageal Cyst"
"http://id.nlm.nih.gov/mesh/D004938","Esophageal Neoplasms"
"http://id.nlm.nih.gov/mesh/D000077277","Esophageal Squamous Cell Carcinoma"
"http://id.nlm.nih.gov/mesh/D018304","Esthesioneuroblastoma, Olfactory"
"http://id.nlm.nih.gov/mesh/D005097","Exostoses, Multiple Hereditary"
"http://id.nlm.nih.gov/mesh/D000079822","Extranodal Extension"
"http://id.nlm.nih.gov/mesh/D005134","Eye Neoplasms"
"http://id.nlm.nih.gov/mesh/D005142","Eyelid Neoplasms"
"http://id.nlm.nih.gov/mesh/D005153","Facial Neoplasms"
"http://id.nlm.nih.gov/mesh/D005185","Fallopian Tube Neoplasms"
"http://id.nlm.nih.gov/mesh/D005266","Femoral Neoplasms"
"http://id.nlm.nih.gov/mesh/D018226","Fibroadenoma"
"http://id.nlm.nih.gov/mesh/D005350","Fibroma"
"http://id.nlm.nih.gov/mesh/D018220","Fibroma, Desmoplastic"
"http://id.nlm.nih.gov/mesh/D018214","Fibroma, Ossifying"
"http://id.nlm.nih.gov/mesh/D018221","Fibromatosis, Abdominal"
"http://id.nlm.nih.gov/mesh/D018222","Fibromatosis, Aggressive"
"http://id.nlm.nih.gov/mesh/D000071380","Fibromatosis, Plantar"
"http://id.nlm.nih.gov/mesh/D005354","Fibrosarcoma"
"http://id.nlm.nih.gov/mesh/D005497","Follicular Cyst"
"http://id.nlm.nih.gov/mesh/D005706","Gallbladder Neoplasms"
"http://id.nlm.nih.gov/mesh/D018303","Ganglioglioma"
"http://id.nlm.nih.gov/mesh/D045888","Ganglion Cysts"
"http://id.nlm.nih.gov/mesh/D018305","Ganglioneuroblastoma"
"http://id.nlm.nih.gov/mesh/D005729","Ganglioneuroma"
"http://id.nlm.nih.gov/mesh/D005736","Gardner Syndrome"
"http://id.nlm.nih.gov/mesh/D015408","Gastrinoma"
"http://id.nlm.nih.gov/mesh/D005770","Gastrointestinal Neoplasms"
"http://id.nlm.nih.gov/mesh/D046152","Gastrointestinal Stromal Tumors"
"http://id.nlm.nih.gov/mesh/D005833","Genital Neoplasms, Female"
"http://id.nlm.nih.gov/mesh/D005834","Genital Neoplasms, Male"
"http://id.nlm.nih.gov/mesh/D018237","Germinoma"
"http://id.nlm.nih.gov/mesh/D031901","Gestational Trophoblastic Disease"
"http://id.nlm.nih.gov/mesh/D000070779","Giant Cell Tumor of Tendon Sheath"
"http://id.nlm.nih.gov/mesh/D018212","Giant Cell Tumor of Bone"
"http://id.nlm.nih.gov/mesh/D005870","Giant Cell Tumors"
"http://id.nlm.nih.gov/mesh/D005887","Gingival Neoplasms"
"http://id.nlm.nih.gov/mesh/D005909","Glioblastoma"
"http://id.nlm.nih.gov/mesh/D005910","Glioma"
"http://id.nlm.nih.gov/mesh/D018315","Glioma, Subependymal"
"http://id.nlm.nih.gov/mesh/D018316","Gliosarcoma"
"http://id.nlm.nih.gov/mesh/D005925","Glomus Jugulare Tumor"
"http://id.nlm.nih.gov/mesh/D005918","Glomus Tumor"
"http://id.nlm.nih.gov/mesh/D043604","Glomus Tympanicum Tumor"
"http://id.nlm.nih.gov/mesh/D005935","Glucagonoma"
"http://id.nlm.nih.gov/mesh/D018238","Gonadoblastoma"
"http://id.nlm.nih.gov/mesh/D016586","Granular Cell Tumor"
"http://id.nlm.nih.gov/mesh/D006106","Granulosa Cell Tumor"
"http://id.nlm.nih.gov/mesh/D049912","Growth Hormone-Secreting Pituitary Adenoma"
"http://id.nlm.nih.gov/mesh/D006222","Hamartoma"
"http://id.nlm.nih.gov/mesh/D006223","Hamartoma Syndrome, Multiple"
"http://id.nlm.nih.gov/mesh/D006258","Head and Neck Neoplasms"
"http://id.nlm.nih.gov/mesh/D006338","Heart Neoplasms"
"http://id.nlm.nih.gov/mesh/D018325","Hemangioblastoma"
"http://id.nlm.nih.gov/mesh/D006390","Hemangioendothelioma"
"http://id.nlm.nih.gov/mesh/D018323","Hemangioendothelioma, Epithelioid"
"http://id.nlm.nih.gov/mesh/D006391","Hemangioma"
"http://id.nlm.nih.gov/mesh/D018324","Hemangioma, Capillary"
"http://id.nlm.nih.gov/mesh/D006392","Hemangioma, Cavernous"
"http://id.nlm.nih.gov/mesh/D020786","Hemangioma, Cavernous, Central Nervous System"
"http://id.nlm.nih.gov/mesh/D006393","Hemangiopericytoma"
"http://id.nlm.nih.gov/mesh/D006394","Hemangiosarcoma"
"http://id.nlm.nih.gov/mesh/D019337","Hematologic Neoplasms"
"http://id.nlm.nih.gov/mesh/D018197","Hepatoblastoma"
"http://id.nlm.nih.gov/mesh/D061325","Hereditary Breast and Ovarian Cancer Syndrome"
"http://id.nlm.nih.gov/mesh/D018251","Hidrocystoma"
"http://id.nlm.nih.gov/mesh/D015620","Histiocytic Disorders, Malignant"
"http://id.nlm.nih.gov/mesh/D054747","Histiocytic Sarcoma"
"http://id.nlm.nih.gov/mesh/D051642","Histiocytoma"
"http://id.nlm.nih.gov/mesh/D018219","Histiocytoma, Benign Fibrous"
"http://id.nlm.nih.gov/mesh/D051677","Histiocytoma, Malignant Fibrous"
"http://id.nlm.nih.gov/mesh/D006689","Hodgkin Disease"
"http://id.nlm.nih.gov/mesh/D018327","Hutchinson's Melanotic Freckle"
"http://id.nlm.nih.gov/mesh/D006828","Hydatidiform Mole"
"http://id.nlm.nih.gov/mesh/D002820","Hydatidiform Mole, Invasive"
"http://id.nlm.nih.gov/mesh/D007012","Hypopharyngeal Neoplasms"
"http://id.nlm.nih.gov/mesh/D007029","Hypothalamic Neoplasms"
"http://id.nlm.nih.gov/mesh/D007078","Ileal Neoplasms"
"http://id.nlm.nih.gov/mesh/D000075363","Immunoglobulin Light-chain Amyloidosis"
"http://id.nlm.nih.gov/mesh/D007161","Immunoproliferative Small Intestinal Disease"
"http://id.nlm.nih.gov/mesh/D058922","Inflammatory Breast Neoplasms"
"http://id.nlm.nih.gov/mesh/D015192","Infratentorial Neoplasms"
"http://id.nlm.nih.gov/mesh/D007340","Insulinoma"
"http://id.nlm.nih.gov/mesh/D007414","Intestinal Neoplasms"
"http://id.nlm.nih.gov/mesh/D064090","Intraocular Lymphoma"
"http://id.nlm.nih.gov/mesh/D015811","Iris Neoplasms"
"http://id.nlm.nih.gov/mesh/D007570","Jaw Cysts"
"http://id.nlm.nih.gov/mesh/D007573","Jaw Neoplasms"
"http://id.nlm.nih.gov/mesh/D007580","Jejunal Neoplasms"
"http://id.nlm.nih.gov/mesh/D059885","Kasabach-Merritt Syndrome"
"http://id.nlm.nih.gov/mesh/D055623","Keratosis, Actinic"
"http://id.nlm.nih.gov/mesh/D007680","Kidney Neoplasms"
"http://id.nlm.nih.gov/mesh/D018285","Klatskin Tumor"
"http://id.nlm.nih.gov/mesh/D007725","Krukenberg Tumor"
"http://id.nlm.nih.gov/mesh/D015624","Lambert-Eaton Myasthenic Syndrome"
"http://id.nlm.nih.gov/mesh/D054752","Langerhans Cell Sarcoma"
"http://id.nlm.nih.gov/mesh/D007822","Laryngeal Neoplasms"
"http://id.nlm.nih.gov/mesh/D007889","Leiomyoma"
"http://id.nlm.nih.gov/mesh/D018230","Leiomyoma, Epithelioid"
"http://id.nlm.nih.gov/mesh/D018231","Leiomyomatosis"
"http://id.nlm.nih.gov/mesh/D007890","Leiomyosarcoma"
"http://id.nlm.nih.gov/mesh/D007938","Leukemia"
"http://id.nlm.nih.gov/mesh/D007939","Leukemia L1210"
"http://id.nlm.nih.gov/mesh/D007940","Leukemia L5178"
"http://id.nlm.nih.gov/mesh/D007941","Leukemia P388"
"http://id.nlm.nih.gov/mesh/D015448","Leukemia, B-Cell"
"http://id.nlm.nih.gov/mesh/D015471","Leukemia, Basophilic, Acute"
"http://id.nlm.nih.gov/mesh/D015456","Leukemia, Biphenotypic, Acute"
"http://id.nlm.nih.gov/mesh/D015472","Leukemia, Eosinophilic, Acute"
"http://id.nlm.nih.gov/mesh/D004915","Leukemia, Erythroblastic, Acute"
"http://id.nlm.nih.gov/mesh/D007942","Leukemia, Experimental"
"http://id.nlm.nih.gov/mesh/D016582","Leukemia, Feline"
"http://id.nlm.nih.gov/mesh/D007943","Leukemia, Hairy Cell"
"http://id.nlm.nih.gov/mesh/D054066","Leukemia, Large Granular Lymphocytic"
"http://id.nlm.nih.gov/mesh/D015451","Leukemia, Lymphocytic, Chronic, B-Cell"
"http://id.nlm.nih.gov/mesh/D007945","Leukemia, Lymphoid"
"http://id.nlm.nih.gov/mesh/D007946","Leukemia, Mast-Cell"
"http://id.nlm.nih.gov/mesh/D007947","Leukemia, Megakaryoblastic, Acute"
"http://id.nlm.nih.gov/mesh/D007948","Leukemia, Monocytic, Acute"
"http://id.nlm.nih.gov/mesh/D015464","Leukemia, Myelogenous, Chronic, BCR-ABL Positive"
"http://id.nlm.nih.gov/mesh/D007951","Leukemia, Myeloid"
"http://id.nlm.nih.gov/mesh/D015465","Leukemia, Myeloid, Accelerated Phase"
"http://id.nlm.nih.gov/mesh/D015470","Leukemia, Myeloid, Acute"
"http://id.nlm.nih.gov/mesh/D015466","Leukemia, Myeloid, Chronic-Phase"
"http://id.nlm.nih.gov/mesh/D054438","Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative"
"http://id.nlm.nih.gov/mesh/D015479","Leukemia, Myelomonocytic, Acute"
"http://id.nlm.nih.gov/mesh/D015477","Leukemia, Myelomonocytic, Chronic"
"http://id.nlm.nih.gov/mesh/D054429","Leukemia, Myelomonocytic, Juvenile"
"http://id.nlm.nih.gov/mesh/D007952","Leukemia, Plasma Cell"
"http://id.nlm.nih.gov/mesh/D015463","Leukemia, Prolymphocytic"
"http://id.nlm.nih.gov/mesh/D015461","Leukemia, Prolymphocytic, T-Cell"
"http://id.nlm.nih.gov/mesh/D054403","Leukemia, Prolymphocytic, B-Cell"
"http://id.nlm.nih.gov/mesh/D015473","Leukemia, Promyelocytic, Acute"
"http://id.nlm.nih.gov/mesh/D007953","Leukemia, Radiation-Induced"
"http://id.nlm.nih.gov/mesh/D015458","Leukemia, T-Cell"
"http://id.nlm.nih.gov/mesh/D015459","Leukemia-Lymphoma, Adult T-Cell"
"http://id.nlm.nih.gov/mesh/D017254","Leukemic Infiltration"
"http://id.nlm.nih.gov/mesh/D007971","Leukoplakia"
"http://id.nlm.nih.gov/mesh/D017733","Leukoplakia, Hairy"
"http://id.nlm.nih.gov/mesh/D007972","Leukoplakia, Oral"
"http://id.nlm.nih.gov/mesh/D007984","Leydig Cell Tumor"
"http://id.nlm.nih.gov/mesh/D016864","Li-Fraumeni Syndrome"
"http://id.nlm.nih.gov/mesh/D020363","Limbic Encephalitis"
"http://id.nlm.nih.gov/mesh/D008039","Linitis Plastica"
"http://id.nlm.nih.gov/mesh/D008048","Lip Neoplasms"
"http://id.nlm.nih.gov/mesh/D062689","Lipoblastoma"
"http://id.nlm.nih.gov/mesh/D008067","Lipoma"
"http://id.nlm.nih.gov/mesh/D008080","Liposarcoma"
"http://id.nlm.nih.gov/mesh/D018208","Liposarcoma, Myxoid"
"http://id.nlm.nih.gov/mesh/D008113","Liver Neoplasms"
"http://id.nlm.nih.gov/mesh/D008114","Liver Neoplasms, Experimental"
"http://id.nlm.nih.gov/mesh/D008175","Lung Neoplasms"
"http://id.nlm.nih.gov/mesh/D018311","Luteoma"
"http://id.nlm.nih.gov/mesh/D018192","Lymphangioleiomyomatosis"
"http://id.nlm.nih.gov/mesh/D008202","Lymphangioma"
"http://id.nlm.nih.gov/mesh/D018191","Lymphangioma, Cystic"
"http://id.nlm.nih.gov/mesh/D008203","Lymphangiomyoma"
"http://id.nlm.nih.gov/mesh/D008204","Lymphangiosarcoma"
"http://id.nlm.nih.gov/mesh/D008207","Lymphatic Metastasis"
"http://id.nlm.nih.gov/mesh/D018190","Lymphatic Vessel Tumors"
"http://id.nlm.nih.gov/mesh/D008210","Lymphocele"
"http://id.nlm.nih.gov/mesh/D008223","Lymphoma"
"http://id.nlm.nih.gov/mesh/D016483","Lymphoma, AIDS-Related"
"http://id.nlm.nih.gov/mesh/D016393","Lymphoma, B-Cell"
"http://id.nlm.nih.gov/mesh/D018442","Lymphoma, B-Cell, Marginal Zone"
"http://id.nlm.nih.gov/mesh/D054391","Lymphoma, Extranodal NK-T-Cell"
"http://id.nlm.nih.gov/mesh/D008224","Lymphoma, Follicular"
"http://id.nlm.nih.gov/mesh/D016403","Lymphoma, Large B-Cell, Diffuse"
"http://id.nlm.nih.gov/mesh/D016400","Lymphoma, Large-Cell, Immunoblastic"
"http://id.nlm.nih.gov/mesh/D017728","Lymphoma, Large-Cell, Anaplastic"
"http://id.nlm.nih.gov/mesh/D020522","Lymphoma, Mantle-Cell"
"http://id.nlm.nih.gov/mesh/D008228","Lymphoma, Non-Hodgkin"
"http://id.nlm.nih.gov/mesh/D054446","Lymphoma, Primary Cutaneous Anaplastic Large Cell"
"http://id.nlm.nih.gov/mesh/D054685","Lymphoma, Primary Effusion"
"http://id.nlm.nih.gov/mesh/D016399","Lymphoma, T-Cell"
"http://id.nlm.nih.gov/mesh/D016410","Lymphoma, T-Cell, Cutaneous"
"http://id.nlm.nih.gov/mesh/D016411","Lymphoma, T-Cell, Peripheral"
"http://id.nlm.nih.gov/mesh/D008230","Lymphomatoid Granulomatosis"
