"d","dLabel"
"http://id.nlm.nih.gov/mesh/D013411","Sulfadiazine"
"http://id.nlm.nih.gov/mesh/D013416","Sulfamerazine"
"http://id.nlm.nih.gov/mesh/D013421","Sulfamethoxypyridazine"
"http://id.nlm.nih.gov/mesh/D000077145","Sulfanilamide"
"http://id.nlm.nih.gov/mesh/D013626","Talampicillin"
"http://id.nlm.nih.gov/mesh/D000078142","Tazobactam"
"http://id.nlm.nih.gov/mesh/D017334","Teicoplanin"
"http://id.nlm.nih.gov/mesh/D013752","Tetracycline"
"http://id.nlm.nih.gov/mesh/D013839","Thiamphenicol"
"http://id.nlm.nih.gov/mesh/D013845","Thienamycins"
"http://id.nlm.nih.gov/mesh/D013883","Thiostrepton"
"http://id.nlm.nih.gov/mesh/D013982","Ticarcillin"
"http://id.nlm.nih.gov/mesh/D000078304","Tigecycline"
"http://id.nlm.nih.gov/mesh/D014011","Tinidazole"
"http://id.nlm.nih.gov/mesh/D014031","Tobramycin"
"http://id.nlm.nih.gov/mesh/D000078162","Tobramycin, Dexamethasone Drug Combination"
"http://id.nlm.nih.gov/mesh/D015662","Trimethoprim, Sulfamethoxazole Drug Combination"
"http://id.nlm.nih.gov/mesh/D014217","Troleandomycin"
"http://id.nlm.nih.gov/mesh/D014415","Tunicamycin"
"http://id.nlm.nih.gov/mesh/D015645","Tylosin"
"http://id.nlm.nih.gov/mesh/D014440","Tyrocidine"
"http://id.nlm.nih.gov/mesh/D014449","Tyrothricin"
"http://id.nlm.nih.gov/mesh/C047999","VD 2085"
"http://id.nlm.nih.gov/mesh/D014634","Valinomycin"
"http://id.nlm.nih.gov/mesh/D014640","Vancomycin"
"http://id.nlm.nih.gov/mesh/D025763","Vernamycin B"
"http://id.nlm.nih.gov/mesh/D014756","Viomycin"
"http://id.nlm.nih.gov/mesh/D014769","Virginiamycin"
"http://id.nlm.nih.gov/mesh/C010531","actinonin"
"http://id.nlm.nih.gov/mesh/C013390","actinorhodin"
"http://id.nlm.nih.gov/mesh/C015657","albomycin"
"http://id.nlm.nih.gov/mesh/C040691","amifloxacin"
"http://id.nlm.nih.gov/mesh/C004423","amphomycin"
"http://id.nlm.nih.gov/mesh/C012182","angustmycin A"
"http://id.nlm.nih.gov/mesh/C054282","antibiotic 1233A"
"http://id.nlm.nih.gov/mesh/C522674","antofloxacin"
"http://id.nlm.nih.gov/mesh/C011666","apramycin"
"http://id.nlm.nih.gov/mesh/C031986","arbekacin"
"http://id.nlm.nih.gov/mesh/C000595613","avibactam, ceftazidime drug combination"
"http://id.nlm.nih.gov/mesh/C006653","avilamycin"
"http://id.nlm.nih.gov/mesh/C011674","bacampicillin"
"http://id.nlm.nih.gov/mesh/C001816","bacitracin zinc, neomycin sulfate, polymyxin B, drug combination"
"http://id.nlm.nih.gov/mesh/C042351","bacitracin, cysteine, glycine, neomycin, threonine drug combination"
"http://id.nlm.nih.gov/mesh/C077155","balofloxacin"
"http://id.nlm.nih.gov/mesh/C001495","bekanamycin"
"http://id.nlm.nih.gov/mesh/C024657","benzathine benzylpenicillin, procaine benzylpenicillin, drug combination"
"http://id.nlm.nih.gov/mesh/C006692","benzathine cloxacillin"
"http://id.nlm.nih.gov/mesh/C000628016","benzo(d)thiazole-2-carbanilide"
"http://id.nlm.nih.gov/mesh/C000629100","benzofuroquinolinium"
"http://id.nlm.nih.gov/mesh/C064662","berythromycin"
"http://id.nlm.nih.gov/mesh/C522124","besifloxacin"
"http://id.nlm.nih.gov/mesh/D047090","beta-Lactams"
"http://id.nlm.nih.gov/mesh/C003122","bialaphos"
"http://id.nlm.nih.gov/mesh/C024504","bicozamycin"
"http://id.nlm.nih.gov/mesh/C004500","blasticidin S"
"http://id.nlm.nih.gov/mesh/C000307","broadcillin"
"http://id.nlm.nih.gov/mesh/C030013","cactinomycin"
"http://id.nlm.nih.gov/mesh/C100244","carbenicillin indanyl"
"http://id.nlm.nih.gov/mesh/C000628506","catechol functionalized-chitosan"
"http://id.nlm.nih.gov/mesh/C012810","cefamandole nafate"
"http://id.nlm.nih.gov/mesh/C021341","cefazedone"
"http://id.nlm.nih.gov/mesh/C073460","cefditoren"
"http://id.nlm.nih.gov/mesh/C057710","cefditoren pivoxil"
"http://id.nlm.nih.gov/mesh/C047444","cefetamet"
"http://id.nlm.nih.gov/mesh/C047445","cefetamet pivoxyl"
"http://id.nlm.nih.gov/mesh/C046079","cefminox"
"http://id.nlm.nih.gov/mesh/C033356","cefodizime"
"http://id.nlm.nih.gov/mesh/C012653","ceforanide"
"http://id.nlm.nih.gov/mesh/C079769","cefoselis"
"http://id.nlm.nih.gov/mesh/C067049","cefotiam hexetil"
"http://id.nlm.nih.gov/mesh/C038845","cefpimizole"
"http://id.nlm.nih.gov/mesh/C036666","cefpiramide"
"http://id.nlm.nih.gov/mesh/C038950","cefpirome"
"http://id.nlm.nih.gov/mesh/C053268","cefpodoxime"
"http://id.nlm.nih.gov/mesh/C053267","cefpodoxime proxetil"
"http://id.nlm.nih.gov/mesh/C052018","cefprozil"
"http://id.nlm.nih.gov/mesh/C515501","ceftaroline fosamil"
"http://id.nlm.nih.gov/mesh/C046817","cefteram pivoxil"
"http://id.nlm.nih.gov/mesh/C012811","ceftezole"
"http://id.nlm.nih.gov/mesh/C053503","ceftiofur"
"http://id.nlm.nih.gov/mesh/C443755","ceftobiprole"
"http://id.nlm.nih.gov/mesh/C505439","ceftobiprole medocaril"
"http://id.nlm.nih.gov/mesh/C519491","ceftolozane"
"http://id.nlm.nih.gov/mesh/C000594038","ceftolozane, tazobactam drug combination"
"http://id.nlm.nih.gov/mesh/C040738","cefuroxime axetil"
"http://id.nlm.nih.gov/mesh/C024925","cephamycin C"
"http://id.nlm.nih.gov/mesh/C405499","cethromycin"
"http://id.nlm.nih.gov/mesh/C016299","chelerythrine"
"http://id.nlm.nih.gov/mesh/C026016","chloramphenicol succinate"
"http://id.nlm.nih.gov/mesh/C012242","chlorocarcins"
"http://id.nlm.nih.gov/mesh/C054065","chlorotetracycline, penicillin G, sulfamethazine drug combination"
"http://id.nlm.nih.gov/mesh/C004357","chloroxine"
"http://id.nlm.nih.gov/mesh/C474742","ciprofloxacin, hydrocortisone drug combination"
"http://id.nlm.nih.gov/mesh/C057477","clinafloxacin"
"http://id.nlm.nih.gov/mesh/C000489","clindamycin palmitate"
"http://id.nlm.nih.gov/mesh/C007084","clindamycin phosphate"
"http://id.nlm.nih.gov/mesh/C002559","cryomycin"
"http://id.nlm.nih.gov/mesh/C469289","dalbavancin"
"http://id.nlm.nih.gov/mesh/C113826","dalfopristin"
"http://id.nlm.nih.gov/mesh/C000858","decamethoxine"
"http://id.nlm.nih.gov/mesh/C000627008","delpazolid"
"http://id.nlm.nih.gov/mesh/C016070","dexamethasone, neomycin, polymyxin B drug combination"
"http://id.nlm.nih.gov/mesh/C053853","dirithromycin"
"http://id.nlm.nih.gov/mesh/C061229","dynemicin A"
"http://id.nlm.nih.gov/mesh/C012954","efrotomycin"
"http://id.nlm.nih.gov/mesh/C045622","emiglitate"
"http://id.nlm.nih.gov/mesh/C100212","epicillin"
"http://id.nlm.nih.gov/mesh/C010948","erythromycin lactobionate"
"http://id.nlm.nih.gov/mesh/C011462","erythromycin stearate"
"http://id.nlm.nih.gov/mesh/C004910","etamycin"
"http://id.nlm.nih.gov/mesh/C448680","etimicin"
"http://id.nlm.nih.gov/mesh/C560572","finafloxacin"
"http://id.nlm.nih.gov/mesh/C035534","florfenicol"
"http://id.nlm.nih.gov/mesh/C035946","forphenicinol"
"http://id.nlm.nih.gov/mesh/C024640","fosmidomycin"
"http://id.nlm.nih.gov/mesh/C026211","fumagillin"
"http://id.nlm.nih.gov/mesh/C014001","fusafungin"
"http://id.nlm.nih.gov/mesh/C552399","gamithromycin"
"http://id.nlm.nih.gov/mesh/C419689","garenoxacin"
"http://id.nlm.nih.gov/mesh/C000631728","geranyl cinnamate"
"http://id.nlm.nih.gov/mesh/C000627250","gladiolin"
"http://id.nlm.nih.gov/mesh/C075375","grepafloxacin"
"http://id.nlm.nih.gov/mesh/C039537","heptanoyl-gamma-D-glutamyl-L-meso-diaminopimelyl-D-alanine"
"http://id.nlm.nih.gov/mesh/C020754","herbimycin"
"http://id.nlm.nih.gov/mesh/C033225","hydrocortisone, neomycin, polymyxin B drug combination"
"http://id.nlm.nih.gov/mesh/C058028","immunomycin"
"http://id.nlm.nih.gov/mesh/C016927","isepamicin"
"http://id.nlm.nih.gov/mesh/C067713","lactacystin"
"http://id.nlm.nih.gov/mesh/C082508","lacticin 481"
"http://id.nlm.nih.gov/mesh/C082171","lactoferricin B"
"http://id.nlm.nih.gov/mesh/C000591018","lefamulin"
"http://id.nlm.nih.gov/mesh/C000706771","levonadifloxacin"
"http://id.nlm.nih.gov/mesh/C053091","lomefloxacin"
"http://id.nlm.nih.gov/mesh/C054920","loracarbef"
"http://id.nlm.nih.gov/mesh/C521008","lydiamycin A"
"http://id.nlm.nih.gov/mesh/C058274","lysobactin"
"http://id.nlm.nih.gov/mesh/C018091","maduramicin"
"http://id.nlm.nih.gov/mesh/C000626256","malacidins"
"http://id.nlm.nih.gov/mesh/C009819","maltotetraose"
"http://id.nlm.nih.gov/mesh/C045673","manoalide"
"http://id.nlm.nih.gov/mesh/C054474","manumycin"
"http://id.nlm.nih.gov/mesh/C080260","marbofloxacin"
"http://id.nlm.nih.gov/mesh/C015338","marcellomycin"
"http://id.nlm.nih.gov/mesh/C100122","meclocycline"
"http://id.nlm.nih.gov/mesh/C005195","methampicillin"
"http://id.nlm.nih.gov/mesh/C011481","methenamine hippurate"
"http://id.nlm.nih.gov/mesh/C023055","methenamine mandelate"
"http://id.nlm.nih.gov/mesh/C012258","mevastatin"
"http://id.nlm.nih.gov/mesh/C037545","micronomicin"
"http://id.nlm.nih.gov/mesh/C026483","midecamycin"
"http://id.nlm.nih.gov/mesh/C000867","mirincamycin"
"http://id.nlm.nih.gov/mesh/C010052","mizoribine"
"http://id.nlm.nih.gov/mesh/C008536","mocimycin"
"http://id.nlm.nih.gov/mesh/C005348","muconomycin A"
"http://id.nlm.nih.gov/mesh/C000627011","muraymycin D1"
"http://id.nlm.nih.gov/mesh/C000629572","murepavadin"
"http://id.nlm.nih.gov/mesh/C062127","nadifloxacin"
"http://id.nlm.nih.gov/mesh/C000627038","nafithromycin"
"http://id.nlm.nih.gov/mesh/C013612","narasin"
"http://id.nlm.nih.gov/mesh/C005248","nebularine"
"http://id.nlm.nih.gov/mesh/C071364","nisin Z"
"http://id.nlm.nih.gov/mesh/C013626","nojirimycin"
"http://id.nlm.nih.gov/mesh/C511195","norvancomycin"
"http://id.nlm.nih.gov/mesh/C100708","oritavancin"
"http://id.nlm.nih.gov/mesh/C003275","ormetoprim, sulfadimethoxine drug combination"
"http://id.nlm.nih.gov/mesh/C051061","oxetanocin"
"http://id.nlm.nih.gov/mesh/C075316","panipenem-betamipron"
"http://id.nlm.nih.gov/mesh/C074288","pediocin PA-1"
"http://id.nlm.nih.gov/mesh/C005470","penimepicycline"
"http://id.nlm.nih.gov/mesh/C093828","pexiganan"
"http://id.nlm.nih.gov/mesh/C100209","phenethicillin"
"http://id.nlm.nih.gov/mesh/C008890","phosphoramidon"
"http://id.nlm.nih.gov/mesh/C100213","piericidin A"
"http://id.nlm.nih.gov/mesh/C004262","pleuromutilin"
"http://id.nlm.nih.gov/mesh/C121746","polymyxin B(1)"
"http://id.nlm.nih.gov/mesh/C002458","polyoxorim"
"http://id.nlm.nih.gov/mesh/C458239","propargyl bromide"
"http://id.nlm.nih.gov/mesh/C100135","propicillin"
"http://id.nlm.nih.gov/mesh/C074191","prulifloxacin"
"http://id.nlm.nih.gov/mesh/C002997","pyrazofurin"
"http://id.nlm.nih.gov/mesh/C113825","quinupristin"
"http://id.nlm.nih.gov/mesh/C062940","quinupristin-dalfopristin"
"http://id.nlm.nih.gov/mesh/C552047","radezolid"
"http://id.nlm.nih.gov/mesh/C041438","ramoplanin"
"http://id.nlm.nih.gov/mesh/C508887","retapamulin"
"http://id.nlm.nih.gov/mesh/C063797","rifamexil"
"http://id.nlm.nih.gov/mesh/C026925","saframycin A"
"http://id.nlm.nih.gov/mesh/C010327","salinomycin"
"http://id.nlm.nih.gov/mesh/C005699","sangivamycin"
"http://id.nlm.nih.gov/mesh/C000629276","sarecycline"
"http://id.nlm.nih.gov/mesh/C076246","sitafloxacin"
"http://id.nlm.nih.gov/mesh/C547755","solithromycin"
"http://id.nlm.nih.gov/mesh/C079655","squalamine"
"http://id.nlm.nih.gov/mesh/C017724","staphylococcin"
"http://id.nlm.nih.gov/mesh/C041573","stigmatellin"
"http://id.nlm.nih.gov/mesh/C100307","streptolydigin"
"http://id.nlm.nih.gov/mesh/C003900","sulfaguanol"
"http://id.nlm.nih.gov/mesh/C035444","sultamicillin"
"http://id.nlm.nih.gov/mesh/C003818","suncillin"
"http://id.nlm.nih.gov/mesh/C032677","syringomycin"
"http://id.nlm.nih.gov/mesh/C546016","tedizolid"
"http://id.nlm.nih.gov/mesh/C515040","tedizolid phosphate"
"http://id.nlm.nih.gov/mesh/C487637","telavancin"
"http://id.nlm.nih.gov/mesh/C106791","telithromycin"
"http://id.nlm.nih.gov/mesh/C054745","temafloxacin"
"http://id.nlm.nih.gov/mesh/C031367","temocillin"
"http://id.nlm.nih.gov/mesh/C581112","tetarimycin A"
"http://id.nlm.nih.gov/mesh/C020938","tetracenomycin C"
"http://id.nlm.nih.gov/mesh/C000630666","thailandamide A"
"http://id.nlm.nih.gov/mesh/C015537","thienamycin"
"http://id.nlm.nih.gov/mesh/C035068","thiolactomycin"
"http://id.nlm.nih.gov/mesh/C014224","tiamulin"
"http://id.nlm.nih.gov/mesh/C043215","ticarcillin-clavulanic acid"
"http://id.nlm.nih.gov/mesh/C052319","tilmicosin"
"http://id.nlm.nih.gov/mesh/C003619","tomaymycin"
"http://id.nlm.nih.gov/mesh/C031945","triostin A"
"http://id.nlm.nih.gov/mesh/C031299","tsushimycin"
"http://id.nlm.nih.gov/mesh/C485204","tulathromycin"
"http://id.nlm.nih.gov/mesh/C000629731","tyrothricin, benzalkonium chloride, benzocaine drug combination"
"http://id.nlm.nih.gov/mesh/C012211","ubenimex"
"http://id.nlm.nih.gov/mesh/C074190","ulifloxacin"
"http://id.nlm.nih.gov/mesh/C047347","undecylprodigiosin"
"http://id.nlm.nih.gov/mesh/C000626994","vaborbactam"
