"name","region"
"Tandoullou","https://sws.geonames.org/19114/"
"Khalasmata","https://sws.geonames.org/19115/"
"Tératsos","https://sws.geonames.org/19116/"
"Karvouna tou Mavrommati","https://sws.geonames.org/19117/"
"Ambelotos","https://sws.geonames.org/19118/"
"Aloupotrypes","https://sws.geonames.org/19119/"
"Limni","https://sws.geonames.org/19120/"
"Ayios Yeoryios Angonas","https://sws.geonames.org/19121/"
"Ormídeia","https://sws.geonames.org/19122/"
"Xylotymbou Forest","https://sws.geonames.org/19123/"
"Ágios Geórgios","https://sws.geonames.org/19124/"
"Áchna","https://sws.geonames.org/19125/"
"Agía Theodóra","https://sws.geonames.org/19126/"
"Panagía tis Trachiás","https://sws.geonames.org/19127/"
"Ágios Vlásios","https://sws.geonames.org/19128/"
"Cape Zevgari","https://sws.geonames.org/145948/"
"Vatha","https://sws.geonames.org/146000/"
"Trachóni","https://sws.geonames.org/146033/"
"Symvoulos Chiftlik","https://sws.geonames.org/146050/"
"Salt Lake","https://sws.geonames.org/146098/"
"Akrotírio Pýla","https://sws.geonames.org/146109/"
"Phasouri","https://sws.geonames.org/146168/"
"Pediaíos","https://sws.geonames.org/146201/"
"Farkonias","https://sws.geonames.org/146206/"
"Kólpos Lárnakas","https://sws.geonames.org/146399/"
"Koúris","https://sws.geonames.org/146430/"
"Jubilee Shoal","https://sws.geonames.org/146584/"
"Cape Gata","https://sws.geonames.org/146601/"
"Garýllis","https://sws.geonames.org/146604/"
"Órmos Avdímou","https://sws.geonames.org/146625/"
"Evdhimou","https://sws.geonames.org/146626/"
"Episkopi Cantonment","https://sws.geonames.org/146630/"
"Kólpos Episkopís","https://sws.geonames.org/146631/"
"Dhekelia","https://sws.geonames.org/146663/"
"Dhekelia Cantonment","https://sws.geonames.org/146664/"
"Cyprus","https://sws.geonames.org/146670/"
"Kourion","https://sws.geonames.org/146671/"
"Black Rock","https://sws.geonames.org/146678/"
"Ágios Nikólaos","https://sws.geonames.org/146709/"
"Ágios Nikólaos","https://sws.geonames.org/146713/"
"Apis","https://sws.geonames.org/146805/"
"Aloupós","https://sws.geonames.org/146825/"
"Akrotiri","https://sws.geonames.org/146836/"
"Akrotiri","https://sws.geonames.org/146837/"
"Akrotiri Bay","https://sws.geonames.org/146838/"
"Akrotiri","https://sws.geonames.org/146839/"
"Tvärån","https://sws.geonames.org/602174/"
"Tvärån","https://sws.geonames.org/602175/"
"Simpgrund","https://sws.geonames.org/803533/"
"Måsens Grund","https://sws.geonames.org/803534/"
"Falkens Grund","https://sws.geonames.org/803535/"
"Svalans Grund","https://sws.geonames.org/803536/"
"Grytet","https://sws.geonames.org/803537/"
"Springaren","https://sws.geonames.org/803539/"
"Norströmsgrundet","https://sws.geonames.org/803540/"
"Österbotten","https://sws.geonames.org/803541/"
"Abelsgrundet","https://sws.geonames.org/803542/"
"Edvardsklack","https://sws.geonames.org/803543/"
"Edvardsgrundet","https://sws.geonames.org/803544/"
"Marakallen","https://sws.geonames.org/803545/"
"Kalmar","https://sws.geonames.org/2702259/"
"Björkfjället","https://sws.geonames.org/2722122/"
"Björken","https://sws.geonames.org/2722167/"
"Billsjön","https://sws.geonames.org/2722533/"
"Billingsmossarna","https://sws.geonames.org/2722543/"
"Billälven","https://sws.geonames.org/2722571/"
"Betvattnet","https://sws.geonames.org/2722595/"
"Betetssjön","https://sws.geonames.org/2722609/"
"Bergslagen","https://sws.geonames.org/2722708/"
"Bergskanalen","https://sws.geonames.org/2722710/"
"Bergfjärden","https://sws.geonames.org/2722817/"
"Bergasen","https://sws.geonames.org/2722879/"
"Bastuselet","https://sws.geonames.org/2723212/"
"Basthagsmossen","https://sws.geonames.org/2723245/"
"Asperammsmossen","https://sws.geonames.org/2724615/"
"Asköfjärden","https://sws.geonames.org/2724742/"
"Askenäset","https://sws.geonames.org/2724784/"
"Åskaken","https://sws.geonames.org/2724834/"
"Åsjön","https://sws.geonames.org/2724852/"
"Åsjöälven","https://sws.geonames.org/2724857/"
"Arnöfjärden","https://sws.geonames.org/2725269/"
"Armsjön","https://sws.geonames.org/2725330/"
"Arkasundet","https://sws.geonames.org/2725363/"
"Árdnasåjvvie","https://sws.geonames.org/2725368/"
"Åråsviken","https://sws.geonames.org/2725480/"
"Ängsösundet","https://sws.geonames.org/2725752/"
"Ängshöjden","https://sws.geonames.org/2725798/"
"Ångermansbosjön","https://sws.geonames.org/2725867/"
"Anen","https://sws.geonames.org/2725999/"
"Andsjön","https://sws.geonames.org/2726014/"
"Amungen","https://sws.geonames.org/2726120/"
"Alkvettern","https://sws.geonames.org/2726734/"
"Älgaskruvsjön","https://sws.geonames.org/2726906/"
"Älganässjön","https://sws.geonames.org/2726923/"
"Agnesund","https://sws.geonames.org/2727400/"
"Acksjön","https://sws.geonames.org/2727535/"
"Abborrtjärn","https://sws.geonames.org/2727703/"
"Abborrtjärn","https://sws.geonames.org/2727704/"
"Dalarna","https://sws.geonames.org/2699767/"
"Alexandra Channel","https://sws.geonames.org/2657515/"
"Yttern","https://sws.geonames.org/2662080/"
"Yasjön","https://sws.geonames.org/2662231/"
"Vuorgguotjuvvielge","https://sws.geonames.org/2662267/"
"Vrången","https://sws.geonames.org/2662398/"
"Vrången","https://sws.geonames.org/2662401/"
"Vitaspen","https://sws.geonames.org/2662589/"
"Vismen","https://sws.geonames.org/2662654/"
"Viskan River","https://sws.geonames.org/2662663/"
"Virkesjön","https://sws.geonames.org/2662718/"
"Vinterhöjden","https://sws.geonames.org/2662772/"
"Vidöstern","https://sws.geonames.org/2663191/"
"Vevungen","https://sws.geonames.org/2663282/"
"Västmanland","https://sws.geonames.org/2664179/"
"Värmland","https://sws.geonames.org/2664870/"
"Södermanland","https://sws.geonames.org/2676207/"
"Östergötland","https://sws.geonames.org/2685867/"
"Örebro","https://sws.geonames.org/2686655/"
"Kronoberg","https://sws.geonames.org/2699050/"
"Jönköping","https://sws.geonames.org/2702976/"
"Jämtland","https://sws.geonames.org/2703330/"
"Halland","https://sws.geonames.org/2708794/"
"Gotland","https://sws.geonames.org/2711508/"
"Blekinge","https://sws.geonames.org/2721357/"
"Skåne","https://sws.geonames.org/3337385/"
"Västra Götaland","https://sws.geonames.org/3337386/"
"Stora Härsjön","https://sws.geonames.org/2673117/"
"Stora Grytingen","https://sws.geonames.org/2673179/"
"Stora Granesjön","https://sws.geonames.org/2673216/"
"Stora Drocksjön","https://sws.geonames.org/2673342/"
"Stora Djurlången","https://sws.geonames.org/2673349/"
"Stora Dabbsjön","https://sws.geonames.org/2673372/"
"Stora Avlången","https://sws.geonames.org/2673518/"
"Stora Älgsjön","https://sws.geonames.org/2673587/"
"Stensjön","https://sws.geonames.org/2674065/"
"Stenfjället","https://sws.geonames.org/2674231/"
"Spjuten","https://sws.geonames.org/2674770/"
"Spillen","https://sws.geonames.org/2674799/"
"Spaden","https://sws.geonames.org/2674937/"
"Sörsjön","https://sws.geonames.org/2675075/"
"Södra Skåltjärn","https://sws.geonames.org/2675665/"
"Södra Hörken","https://sws.geonames.org/2675906/"
"Södra Hjälmaren","https://sws.geonames.org/2675919/"
"Södermanland","https://sws.geonames.org/2676208/"
"Söderåsen","https://sws.geonames.org/2676284/"
"Snöskallen","https://sws.geonames.org/2676344/"
"Småland","https://sws.geonames.org/2676651/"
"Slepsiken","https://sws.geonames.org/2676744/"
"Slepsikälven","https://sws.geonames.org/2676745/"
"Släta Bergen","https://sws.geonames.org/2676884/"
"Slagnäsforsen","https://sws.geonames.org/2676938/"
"Skuruhäll","https://sws.geonames.org/2677029/"
"Skuckan","https://sws.geonames.org/2677084/"
"Skogssjöån","https://sws.geonames.org/2677386/"
"Skogsjön","https://sws.geonames.org/2677403/"
"Skofjärden","https://sws.geonames.org/2677525/"
"Skjutsebosjön","https://sws.geonames.org/2677528/"
"Skepen","https://sws.geonames.org/2677735/"
"Skedviån","https://sws.geonames.org/2677779/"
"Skattmansöån","https://sws.geonames.org/2677866/"
"Skärsjön","https://sws.geonames.org/2677991/"
"Skärlen","https://sws.geonames.org/2678099/"
"Scania","https://sws.geonames.org/2678287/"
"Skålsjön","https://sws.geonames.org/2678343/"
"Skålån","https://sws.geonames.org/2678564/"
"Skagern","https://sws.geonames.org/2678619/"
"Sjöbergasjön","https://sws.geonames.org/2678922/"
"Sjöarberget","https://sws.geonames.org/2678953/"
"Sitasjaure","https://sws.geonames.org/2679040/"
"Sillen","https://sws.geonames.org/2679203/"
"Siesjön","https://sws.geonames.org/2679360/"
"Sidlången","https://sws.geonames.org/2679372/"
"Scandinavian Peninsula","https://sws.geonames.org/2679596/"
"Saxen","https://sws.geonames.org/2679631/"
"Saxen","https://sws.geonames.org/2679632/"
"Saxaviken","https://sws.geonames.org/2679653/"
"Såttern","https://sws.geonames.org/2679781/"
"Sandören","https://sws.geonames.org/2680245/"
"Sandforsdammen","https://sws.geonames.org/2680292/"
"Sälsjön","https://sws.geonames.org/2680502/"
"Säljen","https://sws.geonames.org/2680585/"
"Sagån","https://sws.geonames.org/2680756/"
"Säbyviken","https://sws.geonames.org/2680795/"
"Ryssberget","https://sws.geonames.org/2680893/"
"Rymmen","https://sws.geonames.org/2680920/"
"Rotsjön","https://sws.geonames.org/2681379/"
"Rotälven","https://sws.geonames.org/2681425/"
"Rostockasjön","https://sws.geonames.org/2681441/"
"Rösjön","https://sws.geonames.org/2681554/"
"Rösberget","https://sws.geonames.org/2681629/"
"Ronnebyån","https://sws.geonames.org/2681824/"
"Rogen","https://sws.geonames.org/2682049/"
"Tyrgrundet","https://sws.geonames.org/3328261/"
"Lövskären","https://sws.geonames.org/3328262/"
"Lilla Krokholmen","https://sws.geonames.org/3328263/"
"Bråviken","https://sws.geonames.org/3328264/"
"Torrödjupet","https://sws.geonames.org/3328545/"
"Torrö Stickskär","https://sws.geonames.org/3328546/"
"Sydvästern","https://sws.geonames.org/3330164/"
"Ankarhösen","https://sws.geonames.org/3330165/"
"Valjeviken","https://sws.geonames.org/3331187/"
"Antarctica","https://sws.geonames.org/6697173/"
"Commonwealth of Nations","https://sws.geonames.org/11812257/"
"England","https://sws.geonames.org/6269131/"
"Måskienåjvvie","https://sws.geonames.org/2692394/"
"Märsön","https://sws.geonames.org/2692479/"
"Marsjön","https://sws.geonames.org/2692496/"
"Malungsfluggen","https://sws.geonames.org/2692872/"
"Malungen","https://sws.geonames.org/2692874/"
"Mälaren","https://sws.geonames.org/2693132/"
"Lygnern","https://sws.geonames.org/2693330/"
"Lyen","https://sws.geonames.org/2693334/"
"Lyckebyån","https://sws.geonames.org/2693359/"
"Lustigknopp","https://sws.geonames.org/2693422/"
"Lullberget","https://sws.geonames.org/2693712/"
"Lövstaån","https://sws.geonames.org/2693821/"
"Lövsjön","https://sws.geonames.org/2693854/"
"Lövåsån","https://sws.geonames.org/2694029/"
"Lösjön","https://sws.geonames.org/2694107/"
"Loren","https://sws.geonames.org/2694129/"
"Löften","https://sws.geonames.org/2694347/"
"Ljussjön","https://sws.geonames.org/2694464/"
"Ljusnan","https://sws.geonames.org/2694487/"
"Ljungan","https://sws.geonames.org/2694576/"
"Listerlandet","https://sws.geonames.org/2694638/"
"Linden","https://sws.geonames.org/2694911/"
"Lillsjön","https://sws.geonames.org/2695106/"
"Lilla Ullevifjärden","https://sws.geonames.org/2695336/"
"Lilla Stensjön","https://sws.geonames.org/2695412/"
"Lilla Öresjön","https://sws.geonames.org/2695584/"
"Lillån","https://sws.geonames.org/2695625/"
"Lillån","https://sws.geonames.org/2695628/"
"Lillån","https://sws.geonames.org/2695636/"
"Lillån","https://sws.geonames.org/2695669/"
"Lilla Mörkemalen","https://sws.geonames.org/2695690/"
"Lilla Drocksjön","https://sws.geonames.org/2696064/"
"Lilla Dabbsjön","https://sws.geonames.org/2696084/"
"Levattnet","https://sws.geonames.org/2696455/"
"Letälven","https://sws.geonames.org/2696469/"
"Lerdalsälven","https://sws.geonames.org/2696558/"
"Lelång","https://sws.geonames.org/2696634/"
"Laxsjöknoppen","https://sws.geonames.org/2696773/"
"Laxbäcken","https://sws.geonames.org/2696792/"
"Lärjeån","https://sws.geonames.org/2696951/"
"Lappland","https://sws.geonames.org/2696973/"
"Långvattnet","https://sws.geonames.org/2697082/"
"Långtjärn","https://sws.geonames.org/2697155/"
"Långsjönäsån","https://sws.geonames.org/2697202/"
"Långsjön","https://sws.geonames.org/2697215/"
"Långsjön","https://sws.geonames.org/2697218/"
"Långsjön","https://sws.geonames.org/2697263/"
"Långsjön","https://sws.geonames.org/2697265/"
"Långsjöberg","https://sws.geonames.org/2697286/"
"Långheden","https://sws.geonames.org/2697457/"
"Lången","https://sws.geonames.org/2697520/"
"Lånån","https://sws.geonames.org/2697754/"
"Laholmsbukten","https://sws.geonames.org/2697860/"
"Lagan River","https://sws.geonames.org/2697943/"
"Läen","https://sws.geonames.org/2697956/"
"Kyrkesjön","https://sws.geonames.org/2698114/"
"Kvarntjärnarna","https://sws.geonames.org/2698352/"
"Kvarnsjön","https://sws.geonames.org/2698387/"
"Kvarnsjön","https://sws.geonames.org/2698396/"
"Kvalnäs","https://sws.geonames.org/2698531/"
"Kvädöfjärden","https://sws.geonames.org/2698552/"
"Kullasjön","https://sws.geonames.org/2698870/"
"British Indian Ocean Territory","https://sws.geonames.org/1282588/"
"Winterton Ridge","https://sws.geonames.org/2633783/"
"West Shingles","https://sws.geonames.org/2634269/"
"West Barrow","https://sws.geonames.org/2634505/"
"Welsh Hook","https://sws.geonames.org/2634561/"
"The Well","https://sws.geonames.org/2634587/"
"Wales","https://sws.geonames.org/2634895/"
"Vongs","https://sws.geonames.org/2634944/"
"Triton Knoll","https://sws.geonames.org/2635456/"
"Trinity Bay","https://sws.geonames.org/2635458/"
"Tizard Bank","https://sws.geonames.org/2635757/"
"Three Fathoms Bank","https://sws.geonames.org/2635930/"
"Tail of the Falls","https://sws.geonames.org/2636322/"
"Swarte Bank","https://sws.geonames.org/2636415/"
"Sula Sgeir","https://sws.geonames.org/2636552/"
"Stanton Banks","https://sws.geonames.org/2637047/"
"South West Sunk","https://sws.geonames.org/2637293/"
"South Ship Head","https://sws.geonames.org/2637328/"
"South Outer Dowsing","https://sws.geonames.org/2637351/"
"South Falls","https://sws.geonames.org/2637424/"
"South Edinburgh Channel","https://sws.geonames.org/2637437/"
"South Calliper","https://sws.geonames.org/2637464/"
"Solway Firth","https://sws.geonames.org/2637542/"
"Sole Pit","https://sws.geonames.org/2637548/"
"Solan Bank","https://sws.geonames.org/2637552/"
"Smiths Knoll","https://sws.geonames.org/2637604/"
"Smith Bank","https://sws.geonames.org/2637605/"
"Skerry Bank","https://sws.geonames.org/2637725/"
"Silver Pit","https://sws.geonames.org/2637828/"
"Shipwash","https://sws.geonames.org/2637947/"
"Shingles Patch","https://sws.geonames.org/2637966/"
"Shell Flat","https://sws.geonames.org/2638063/"
"Sgriobh Bhan","https://sws.geonames.org/2638165/"
"Mouth of the Severn","https://sws.geonames.org/2638183/"
"Scotland","https://sws.geonames.org/2638360/"
"Scarweather Sands","https://sws.geonames.org/2638397/"
"Saltfleet Overfalls","https://sws.geonames.org/2638640/"
"Rona","https://sws.geonames.org/2639183/"
"Race Bank","https://sws.geonames.org/2639739/"
"Protector Overfalls","https://sws.geonames.org/2639876/"
"Pedn-mên-an-mere","https://sws.geonames.org/2640527/"
"Northern Ireland","https://sws.geonames.org/2641364/"
"Fladen Ground","https://sws.geonames.org/2649340/"
"Fishermans Gat","https://sws.geonames.org/2649375/"
"English Channel","https://sws.geonames.org/2649991/"
"Edinburgh Channels","https://sws.geonames.org/2650223/"
"East Dudgeon Shoals","https://sws.geonames.org/2650468/"
"East Barrow","https://sws.geonames.org/2650501/"
"East Bank","https://sws.geonames.org/2650507/"
"Dudgeon Shoals","https://sws.geonames.org/2650840/"
"Drill Stone","https://sws.geonames.org/2650986/"
"Docking Shoal","https://sws.geonames.org/2651187/"
"Daseleys Middle","https://sws.geonames.org/2651494/"
"Craster Skeres","https://sws.geonames.org/2652069/"
"Coal Pit","https://sws.geonames.org/2652702/"
"Caernarfon Bay","https://sws.geonames.org/2654091/"
"Burnham Flats","https://sws.geonames.org/2654272/"
"Bullock Bank","https://sws.geonames.org/2654344/"
"Broken Bank","https://sws.geonames.org/2654599/"
"British Isles","https://sws.geonames.org/2654669/"
"Beaufort’s Dyke","https://sws.geonames.org/2656080/"
"Barnard","https://sws.geonames.org/2656306/"
"Saint Georges Channel","https://sws.geonames.org/2960846/"
"Bristol Channel","https://sws.geonames.org/2960857/"
"Jersey","https://sws.geonames.org/3042142/"
"Isle of Man","https://sws.geonames.org/3042225/"
"Guernsey","https://sws.geonames.org/3042362/"
"Knock John","https://sws.geonames.org/2645114/"
"Knock Deep","https://sws.geonames.org/2645128/"
"Knob Shoal","https://sws.geonames.org/2645147/"
"Kentish Knock","https://sws.geonames.org/2645791/"
"Jim Howe Bank","https://sws.geonames.org/2645957/"
"Inner Dowsing Overfalls","https://sws.geonames.org/2646181/"
"Inner Dowsing","https://sws.geonames.org/2646182/"
"Inner Bank","https://sws.geonames.org/2646186/"
"Indefatigable Banks","https://sws.geonames.org/2646226/"
"Hewett Ridges","https://sws.geonames.org/2647009/"
"Sea of the Hebrides","https://sws.geonames.org/2647203/"
"Hearty Knoll","https://sws.geonames.org/2647223/"
"Hats","https://sws.geonames.org/2647336/"
"Haslewood Rock","https://sws.geonames.org/2647364/"
"The Guens","https://sws.geonames.org/2647798/"
"Great Sunk","https://sws.geonames.org/2648008/"
"Great Sole Bank","https://sws.geonames.org/2648018/"
"Girdler","https://sws.geonames.org/2648632/"
"Turks and Caicos Islands","https://sws.geonames.org/3576916/"
"British Virgin Islands","https://sws.geonames.org/3577718/"
"Montserrat","https://sws.geonames.org/3578097/"
"Cayman Islands","https://sws.geonames.org/3580718/"
"Castles Bay Camp","https://sws.geonames.org/6285838/"
"Cowden","https://sws.geonames.org/6296667/"
"Three and Four Fathom Tongue","https://sws.geonames.org/3209617/"
"Knock John Channel","https://sws.geonames.org/3210005/"
"Maltraeth Sands","https://sws.geonames.org/3210234/"
"East Swin","https://sws.geonames.org/3210370/"
"North Falls","https://sws.geonames.org/3210376/"
"Falls Gap","https://sws.geonames.org/3210378/"
"South West Reach","https://sws.geonames.org/3210381/"
"Maplin Spit","https://sws.geonames.org/3210382/"
"Kellett Gut","https://sws.geonames.org/3210383/"
"The Middle Ground","https://sws.geonames.org/3210742/"
"Inner Bank","https://sws.geonames.org/3210774/"
"Outer Bank","https://sws.geonames.org/3210776/"
"Dogger North Shoal","https://sws.geonames.org/3210777/"
"Hartlepool Ground","https://sws.geonames.org/3210792/"
"Whitby Ground","https://sws.geonames.org/3210793/"
"Whitby Fine Ground","https://sws.geonames.org/3210794/"
"Castle Ground","https://sws.geonames.org/3210795/"
"Dogger North Ground","https://sws.geonames.org/3210796/"
"North West Riff","https://sws.geonames.org/3210797/"
"The Hills","https://sws.geonames.org/3210800/"
"Bolders Bank","https://sws.geonames.org/3210801/"
"North West Rough","https://sws.geonames.org/3210802/"
"Lisborgs Revile","https://sws.geonames.org/3210803/"
"Revlerne","https://sws.geonames.org/3210804/"
"Spidsen","https://sws.geonames.org/3210807/"
"Rosen","https://sws.geonames.org/3210808/"
"Middle Rough","https://sws.geonames.org/3210809/"
"Eastermost Shoal","https://sws.geonames.org/3210810/"
"South West Patch","https://sws.geonames.org/3210811/"
"Dogger Bight","https://sws.geonames.org/3210812/"
"South Dogger Ground","https://sws.geonames.org/3210813/"
"Hospital Ground","https://sws.geonames.org/3210814/"
"Outer Well Bank","https://sws.geonames.org/3210815/"
"Skate Hole","https://sws.geonames.org/3210816/"
"Markhams Hole","https://sws.geonames.org/3210817/"
"Well Bank Flat","https://sws.geonames.org/3210831/"
"Eastermost Rough","https://sws.geonames.org/3210837/"
"Inner Well Bank Rough","https://sws.geonames.org/3210843/"
"Outer Silver Pit","https://sws.geonames.org/3210855/"
"Off Ground","https://sws.geonames.org/3210857/"
"Botney Ground","https://sws.geonames.org/3210868/"
"Well Hole","https://sws.geonames.org/3210872/"
"South-West Spit","https://sws.geonames.org/3210932/"
"Esmond Gas Field","https://sws.geonames.org/3210947/"
"Gordon Gas Field","https://sws.geonames.org/3210949/"
"Murdoch Gas Field","https://sws.geonames.org/3210951/"
"Caister Gas Field","https://sws.geonames.org/3210952/"
"Cleeton Gas Field","https://sws.geonames.org/3210968/"
"Rough Gas Field","https://sws.geonames.org/3210971/"
"Hyde Gas Field","https://sws.geonames.org/3210972/"
